"","race","classtype","yearssmall","hsgrad","g4math","g4reading"
"3213",2,2,3,1,703,709
"3214",1,1,4,1,712,732
"3215",1,2,0,1,743,760
"3216",1,3,0,1,718,694
"3217",1,2,0,NA,714,763
"3218",1,3,0,1,695,722
"3219",1,2,0,1,727,754
"3220",1,2,0,1,714,714
"3221",1,2,0,NA,NA,NA
"3222",1,1,2,1,NA,NA
"3223",1,1,3,1,722,693
"3224",1,2,1,1,NA,NA
"3225",1,2,0,1,711,720
"3226",1,2,0,NA,758,836
"3227",1,1,4,1,758,836
"3228",1,1,4,1,731,678
"3229",1,2,0,1,821,742
"3230",2,2,2,1,711,684
"3231",1,2,0,1,821,732
"3232",1,1,3,NA,NA,NA
"3233",1,2,0,1,NA,NA
"3234",1,2,0,1,NA,NA
"3235",1,3,0,1,706,709
"3236",1,1,2,1,NA,NA
"3237",1,2,3,1,706,836
"3238",1,1,1,NA,NA,NA
"3239",1,2,0,1,NA,NA
"3240",1,2,0,1,NA,NA
"3241",1,1,1,1,NA,NA
"3242",1,1,4,NA,737,734
"3243",1,3,0,NA,NA,NA
"3244",1,2,0,1,NA,NA
"3245",1,1,4,1,738,836
"3246",1,2,1,NA,NA,NA
"3247",2,2,0,NA,NA,NA
"3248",1,2,0,NA,NA,NA
"3249",3,3,0,1,821,784
"3250",1,1,4,NA,NA,NA
"3251",1,3,0,NA,NA,NA
"3252",2,2,0,NA,NA,NA
"3253",2,2,0,NA,682,708
"3254",1,3,0,NA,NA,NA
"3255",1,2,0,0,NA,NA
"3256",1,3,0,NA,NA,NA
"3257",1,1,1,NA,NA,NA
"3258",1,2,3,1,758,794
"3259",1,2,0,1,706,757
"3260",1,2,0,1,724,741
"3261",1,1,1,NA,NA,NA
"3262",1,3,0,NA,NA,NA
"3263",1,1,2,0,NA,NA
"3264",1,2,0,1,758,753
"3265",1,2,0,NA,NA,NA
"3266",1,2,0,NA,NA,NA
"3267",1,3,0,1,679,615
"3268",1,3,0,1,763,734
"3269",1,3,0,NA,706,700
"3270",1,1,4,1,758,750
"3271",1,1,4,0,641,677
"3272",1,2,0,NA,NA,NA
"3273",2,1,3,1,690,699
"3274",2,3,3,NA,634,740
"3275",1,3,0,1,645,563
"3276",2,2,0,1,730,763
"3277",1,3,0,NA,NA,NA
"3278",1,1,4,1,671,764
"3279",1,3,0,NA,NA,NA
"3280",1,2,0,1,NA,NA
"3281",1,3,0,NA,NA,NA
"3282",2,3,1,NA,NA,NA
"3283",1,3,0,1,767,720
"3284",1,3,0,NA,NA,NA
"3285",1,2,0,NA,744,727
"3286",1,1,1,1,NA,NA
"3287",1,3,0,NA,NA,NA
"3288",1,3,0,1,731,706
"3289",1,2,0,1,738,725
"3290",1,3,0,1,666,761
"3291",1,2,0,1,713,604
"3292",1,1,4,1,708,676
"3293",1,1,1,NA,NA,NA
"3294",2,2,0,1,NA,NA
"3295",1,3,0,NA,688,724
"3296",1,1,4,NA,657,701
"3297",1,3,0,1,NA,NA
"3298",1,1,1,NA,NA,NA
"3299",1,2,0,NA,NA,NA
"3300",1,2,0,1,712,724
"3301",1,1,2,NA,712,736
"3302",1,2,0,NA,714,709
"3303",1,3,1,NA,667,743
"3304",1,1,4,NA,715,721
"3305",2,1,2,NA,NA,NA
"3306",2,2,0,NA,NA,NA
"3307",1,1,4,1,821,702
"3308",1,3,0,1,783,702
"3309",2,1,2,NA,NA,NA
"3310",1,1,4,1,723,724
"3311",1,2,0,NA,NA,NA
"3312",1,1,3,1,729,704
"3313",1,3,0,NA,NA,NA
"3314",1,3,0,1,761,750
"3315",1,2,1,1,716,725
"3316",1,2,1,1,758,761
"3317",1,1,1,1,NA,NA
"3318",1,1,2,1,NA,NA
"3319",1,1,2,1,NA,NA
"3320",1,1,4,NA,732,729
"3321",1,3,0,NA,731,709
"3322",1,2,0,NA,NA,NA
"3323",1,1,4,NA,682,679
"3324",1,3,0,1,NA,NA
"3325",2,2,0,1,675,687
"3326",1,3,0,1,721,717
"3327",1,1,4,1,698,836
"3328",2,1,4,1,758,750
"3329",1,3,0,1,693,691
"3330",2,1,4,NA,671,706
"3331",1,2,0,NA,687,716
"3332",1,2,0,NA,709,734
"3333",1,1,1,0,NA,NA
"3334",1,3,0,1,700,710
"3335",1,2,0,NA,NA,NA
"3336",1,2,3,0,718,836
"3337",1,3,0,NA,NA,NA
"3338",1,3,0,1,758,836
"3339",1,2,0,1,714,667
"3340",1,1,4,1,726,704
"3341",1,1,4,1,711,739
"3342",1,1,4,1,711,691
"3343",1,3,0,1,712,744
"3344",1,2,2,1,775,698
"3345",1,3,0,NA,727,750
"3346",1,1,4,1,675,745
"3347",1,1,2,NA,NA,NA
"3348",1,2,0,1,NA,NA
"3349",1,3,0,NA,NA,NA
"3350",1,1,4,1,691,698
"3351",1,1,4,1,758,778
"3352",1,1,1,1,NA,NA
"3353",1,3,0,NA,NA,695
"3354",1,3,0,NA,711,728
"3355",2,1,4,0,629,699
"3356",1,2,2,NA,740,690
"3357",2,2,0,1,NA,NA
"3358",2,1,4,NA,NA,NA
"3359",1,1,3,NA,NA,NA
"3360",1,2,0,1,NA,NA
"3361",2,1,1,NA,NA,NA
"3362",2,1,1,NA,NA,NA
"3363",2,3,0,NA,NA,NA
"3364",2,3,0,NA,NA,NA
"3365",2,1,4,NA,741,744
"3366",2,3,0,1,NA,NA
"3367",2,1,4,NA,NA,NA
"3368",2,3,1,1,NA,NA
"3369",2,3,0,NA,NA,NA
"3370",1,1,1,NA,NA,NA
"3371",2,3,0,NA,NA,NA
"3372",2,3,0,NA,717,702
"3373",1,2,0,1,NA,NA
"3374",2,3,0,1,NA,NA
"3375",1,3,0,NA,NA,NA
"3376",1,2,0,1,718,697
"3377",2,2,0,NA,NA,NA
"3378",2,1,4,NA,NA,NA
"3379",2,3,0,NA,NA,NA
"3380",1,1,1,NA,NA,NA
"3381",2,3,0,1,NA,NA
"3382",1,2,0,NA,697,671
"3383",1,2,0,1,683,728
"3384",1,2,0,1,728,760
"3385",1,2,0,1,729,760
"3386",1,2,0,NA,579,713
"3387",1,3,0,1,683,528
"3388",1,3,0,0,695,686
"3389",1,3,0,NA,NA,NA
"3390",1,3,0,0,NA,NA
"3391",1,1,4,1,654,673
"3392",1,2,0,1,703,652
"3393",1,3,0,1,712,735
"3394",1,3,0,1,669,751
"3395",2,3,0,1,649,671
"3396",1,3,0,NA,821,750
"3397",1,2,0,1,740,749
"3398",1,3,0,NA,NA,NA
"3399",1,3,0,NA,644,597
"3400",1,2,0,1,699,710
"3401",1,2,0,1,NA,NA
"3402",1,3,0,NA,NA,NA
"3403",1,2,0,1,726,737
"3404",1,2,0,NA,NA,NA
"3405",1,2,0,NA,NA,NA
"3406",1,3,0,1,734,836
"3407",1,2,0,1,NA,NA
"3408",1,3,0,1,NA,NA
"3409",1,1,4,NA,NA,NA
"3410",1,2,0,0,678,650
"3411",1,1,4,NA,643,674
"3412",1,2,0,1,NA,NA
"3413",1,2,3,1,821,696
"3414",1,2,0,1,758,724
"3415",1,2,0,NA,NA,NA
"3416",1,1,4,NA,719,730
"3417",1,2,0,1,713,662
"3418",2,2,0,1,NA,NA
"3419",1,1,1,1,NA,NA
"3420",1,2,0,1,NA,NA
"3421",1,1,1,NA,NA,NA
"3422",1,1,1,NA,NA,NA
"3423",1,3,0,NA,NA,NA
"3424",1,1,1,NA,NA,NA
"3425",1,1,4,1,705,709
"3426",1,3,0,1,NA,NA
"3427",1,2,0,NA,NA,NA
"3428",2,1,2,NA,NA,NA
"3429",2,1,1,NA,NA,NA
"3430",1,2,0,1,NA,NA
"3431",1,3,0,NA,NA,NA
"3432",1,1,1,NA,672,714
"3433",1,2,0,0,NA,NA
"3434",1,2,0,NA,689,717
"3435",1,1,4,NA,697,735
"3436",1,2,0,NA,658,763
"3437",1,3,0,NA,NA,NA
"3438",1,2,0,NA,NA,NA
"3439",1,2,0,1,725,738
"3440",1,2,0,NA,758,709
"3441",1,3,0,1,732,730
"3442",1,1,1,1,NA,NA
"3443",1,1,1,1,NA,NA
"3444",1,3,0,0,NA,NA
"3445",2,1,4,1,679,682
"3446",1,1,1,NA,NA,NA
"3447",2,2,0,NA,NA,NA
"3448",1,3,0,NA,NA,NA
"3449",2,2,0,1,741,734
"3450",1,2,0,1,728,750
"3451",1,1,4,1,758,836
"3452",1,3,0,0,717,784
"3453",1,1,4,1,707,716
"3454",1,3,0,1,703,664
"3455",1,3,0,NA,NA,NA
"3456",1,1,4,1,697,584
"3457",1,2,0,NA,NA,NA
"3458",1,2,3,1,691,672
"3459",1,1,4,NA,738,NA
"3460",1,2,0,NA,NA,NA
"3461",1,3,0,NA,NA,NA
"3462",1,1,4,1,537,699
"3463",1,1,4,1,741,782
"3464",1,3,0,NA,758,725
"3465",1,3,0,NA,487,725
"3466",1,3,0,NA,681,715
"3467",1,1,1,1,NA,NA
"3468",1,1,4,NA,692,745
"3469",1,3,0,1,773,836
"3470",1,3,0,NA,NA,NA
"3471",1,2,0,0,651,676
"3472",1,2,0,NA,NA,NA
"3473",1,1,2,NA,NA,NA
"3474",1,3,0,1,701,711
"3475",1,3,0,NA,NA,NA
"3476",1,3,0,1,758,760
"3477",2,2,0,1,758,673
"3478",1,2,1,0,668,689
"3479",1,2,0,NA,NA,NA
"3480",1,2,0,NA,NA,NA
"3481",1,2,0,NA,NA,NA
"3482",1,2,1,NA,744,836
"3483",1,2,2,NA,487,742
"3484",1,2,0,1,NA,NA
"3485",1,3,0,1,692,754
"3486",2,2,0,1,NA,NA
"3487",1,1,4,NA,740,769
"3488",1,3,0,1,740,836
"3489",1,2,0,NA,NA,NA
"3490",1,1,4,NA,677,731
"3491",1,3,0,1,NA,NA
"3492",1,1,4,1,711,667
"3493",1,2,0,NA,763,761
"3494",1,3,0,1,741,735
"3495",2,1,1,1,NA,NA
"3496",1,3,0,NA,NA,NA
"3497",1,2,0,0,NA,NA
"3498",1,1,3,1,821,703
"3499",2,3,0,NA,640,644
"3500",1,3,1,NA,741,684
"3501",1,1,4,1,665,676
"3502",1,1,2,1,NA,NA
"3503",1,3,0,0,NA,NA
"3504",1,2,0,1,NA,NA
"3505",1,2,0,1,730,763
"3506",1,3,0,1,769,784
"3507",1,1,4,NA,769,711
"3508",1,1,4,NA,686,729
"3509",1,3,0,NA,NA,NA
"3510",1,3,0,1,NA,NA
"3511",1,1,1,0,NA,NA
"3512",1,2,1,NA,758,730
"3513",1,2,3,1,769,769
"3514",1,1,4,1,702,754
"3515",1,2,0,0,NA,NA
"3516",1,2,0,1,NA,NA
"3517",1,1,4,1,783,758
"3518",1,2,0,NA,650,706
"3519",1,3,0,1,710,760
"3520",1,1,4,1,712,746
"3521",1,1,1,1,749,741
"3522",1,3,0,NA,NA,NA
"3523",1,3,0,NA,NA,NA
"3524",1,3,0,NA,NA,NA
"3525",1,2,0,1,698,737
"3526",1,2,0,NA,727,761
"3527",1,2,0,1,709,708
"3528",1,1,1,NA,697,756
"3529",1,2,0,1,NA,NA
"3530",1,3,1,NA,NA,NA
"3531",1,3,0,NA,NA,NA
"3532",1,3,0,1,726,716
"3533",1,1,4,1,743,702
"3534",1,3,0,1,NA,NA
"3535",1,1,4,NA,718,763
"3536",1,3,0,NA,NA,NA
"3537",1,1,4,NA,710,756
"3538",1,1,4,NA,NA,NA
"3539",1,1,4,1,758,763
"3540",1,2,1,NA,NA,NA
"3541",1,2,0,NA,680,760
"3542",1,3,0,NA,NA,NA
"3543",1,2,0,NA,NA,NA
"3544",6,3,0,NA,NA,NA
"3545",1,3,0,1,NA,NA
"3546",1,1,1,1,NA,NA
"3547",1,3,0,NA,NA,NA
"3548",1,2,0,NA,NA,NA
"3549",1,2,0,1,688,743
"3550",1,2,0,NA,702,705
"3551",1,1,1,NA,NA,NA
"3552",2,1,2,NA,NA,NA
"3553",1,3,0,0,NA,NA
"3554",1,3,0,NA,NA,NA
"3555",1,1,4,1,727,741
"3556",1,1,1,NA,NA,NA
"3557",6,1,1,1,NA,NA
"3558",2,3,0,1,487,613
"3559",2,2,0,0,NA,NA
"3560",2,3,2,NA,667,715
"3561",2,2,0,NA,NA,NA
"3562",1,1,1,NA,NA,NA
"3563",1,2,3,NA,NA,NA
"3564",1,1,1,0,NA,NA
"3565",1,2,1,1,NA,NA
"3566",1,2,0,NA,NA,NA
"3567",1,1,2,NA,715,768
"3568",1,1,1,NA,NA,NA
"3569",2,2,0,0,689,646
"3570",1,3,0,1,768,713
"3571",1,3,0,1,688,694
"3572",1,2,0,1,NA,NA
"3573",1,3,0,0,NA,NA
"3574",2,2,0,NA,NA,NA
"3575",1,1,3,NA,NA,NA
"3576",1,2,2,NA,NA,NA
"3577",1,2,0,NA,NA,NA
"3578",1,2,0,NA,702,740
"3579",1,1,4,1,NA,NA
"3580",1,3,0,1,732,700
"3581",1,3,0,NA,671,731
"3582",1,2,0,1,729,836
"3583",1,1,4,1,821,778
"3584",1,1,3,0,NA,NA
"3585",1,2,0,NA,NA,NA
"3586",1,1,4,1,691,836
"3587",1,3,1,1,719,715
"3588",1,3,0,1,729,701
"3589",1,2,0,1,697,756
"3590",1,3,0,1,726,738
"3591",1,1,4,NA,679,747
"3592",1,3,0,1,773,742
"3593",1,3,0,NA,734,741
"3594",2,3,0,0,664,696
"3595",1,2,0,1,NA,NA
"3596",1,2,0,1,733,723
"3597",1,2,0,0,NA,NA
"3598",2,1,2,NA,NA,NA
"3599",1,2,1,1,745,760
"3600",1,2,0,1,710,716
"3601",1,3,0,1,NA,NA
"3602",1,3,0,0,702,697
"3603",1,1,2,1,NA,NA
"3604",1,2,0,1,691,669
"3605",2,3,0,NA,702,692
"3606",2,1,4,1,821,699
"3607",1,1,1,1,701,739
"3608",1,1,1,NA,NA,NA
"3609",1,2,0,1,678,726
"3610",1,3,0,NA,684,739
"3611",2,1,4,NA,NA,NA
"3612",1,2,0,1,701,624
"3613",2,2,0,NA,NA,NA
"3614",1,1,4,1,682,666
"3615",1,2,0,1,678,745
"3616",2,2,0,NA,681,755
"3617",1,3,0,1,733,713
"3618",1,3,1,1,714,763
"3619",1,2,0,1,NA,NA
"3620",1,3,0,NA,NA,NA
"3621",1,3,0,NA,NA,NA
"3622",1,1,4,1,664,735
"3623",1,3,0,1,741,732
"3624",1,3,0,1,717,763
"3625",1,2,0,1,NA,NA
"3626",1,1,4,0,719,647
"3627",1,2,0,NA,NA,NA
"3628",1,2,3,1,682,661
"3629",1,2,0,1,711,684
"3630",1,1,1,1,NA,NA
"3631",1,1,4,1,758,759
"3632",1,2,0,1,NA,NA
"3633",1,2,0,0,NA,NA
"3634",1,1,1,1,NA,NA
"3635",1,3,0,1,821,716
"3636",1,3,0,1,709,737
"3637",1,1,4,NA,725,693
"3638",1,2,0,1,729,528
"3639",1,3,0,1,692,726
"3640",1,1,4,0,NA,NA
"3641",1,1,1,1,NA,NA
"3642",2,2,0,NA,NA,NA
"3643",2,3,0,1,NA,NA
"3644",2,1,4,NA,732,699
"3645",1,1,4,NA,662,528
"3646",1,1,1,1,NA,NA
"3647",1,1,4,1,744,701
"3648",1,1,4,0,NA,NA
"3649",1,1,4,1,702,684
"3650",1,1,4,0,NA,NA
"3651",2,1,1,NA,NA,NA
"3652",1,2,0,NA,NA,NA
"3653",1,2,0,1,NA,NA
"3654",2,3,0,NA,NA,NA
"3655",2,3,0,NA,NA,NA
"3656",2,1,1,NA,NA,NA
"3657",1,3,0,NA,NA,NA
"3658",2,2,0,NA,687,736
"3659",2,3,1,NA,NA,NA
"3660",2,1,4,NA,690,692
"3661",2,1,1,NA,NA,NA
"3662",2,3,0,1,NA,NA
"3663",2,3,0,NA,NA,NA
"3664",2,3,0,NA,NA,NA
"3665",2,2,0,NA,NA,NA
"3666",2,1,4,1,740,662
"3667",1,3,0,0,NA,NA
"3668",1,1,1,1,NA,NA
"3669",2,3,0,1,NA,NA
"3670",1,2,0,NA,NA,NA
"3671",2,3,0,0,NA,NA
"3672",2,2,0,NA,NA,NA
"3673",2,1,1,1,NA,NA
"3674",2,3,3,1,NA,NA
"3675",2,2,0,1,714,703
"3676",2,2,0,NA,NA,NA
"3677",2,2,0,0,NA,NA
"3678",2,3,0,NA,NA,NA
"3679",1,2,0,NA,NA,NA
"3680",2,2,0,NA,NA,NA
"3681",2,1,1,NA,NA,NA
"3682",2,3,0,NA,NA,NA
"3683",2,3,0,0,NA,NA
"3684",2,1,3,1,NA,NA
"3685",2,2,0,NA,NA,NA
"3686",2,3,0,NA,NA,NA
"3687",2,1,4,1,NA,NA
"3688",2,2,0,1,NA,NA
"3689",2,2,0,0,NA,NA
"3690",2,3,1,NA,NA,NA
"3691",1,2,0,1,NA,NA
"3692",1,2,0,1,NA,NA
"3693",1,2,0,1,703,784
"3694",1,3,3,1,698,836
"3695",1,2,0,1,633,649
"3696",1,2,3,1,652,721
"3697",1,3,0,NA,NA,NA
"3698",1,3,1,1,710,760
"3699",1,1,2,1,NA,NA
"3700",1,3,0,NA,NA,NA
"3701",1,3,0,1,NA,NA
"3702",1,2,0,1,NA,NA
"3703",1,1,4,1,725,784
"3704",1,1,4,1,629,621
"3705",1,1,4,NA,700,744
"3706",1,3,0,1,666,719
"3707",1,1,4,NA,702,733
"3708",1,3,3,NA,677,672
"3709",1,2,0,1,744,751
"3710",1,3,0,1,713,677
"3711",1,1,2,NA,NA,NA
"3712",1,2,0,1,670,682
"3713",1,1,3,0,NA,NA
"3714",1,3,0,0,NA,NA
"3715",1,3,0,NA,727,707
"3716",1,2,0,NA,758,750
"3717",1,1,3,NA,NA,NA
"3718",1,2,0,NA,681,676
"3719",1,3,0,NA,678,680
"3720",1,3,0,1,715,728
"3721",1,1,1,NA,NA,NA
"3722",1,1,4,NA,NA,NA
"3723",1,3,0,NA,NA,NA
"3724",1,2,0,NA,711,681
"3725",1,3,0,NA,658,675
"3726",1,2,0,NA,NA,NA
"3727",2,1,4,0,662,621
"3728",2,3,0,NA,NA,NA
"3729",2,2,0,1,NA,NA
"3730",1,3,0,1,743,731
"3731",1,3,0,NA,NA,NA
"3732",1,1,1,1,NA,NA
"3733",1,3,0,NA,NA,NA
"3734",1,3,0,1,701,697
"3735",1,1,4,0,741,836
"3736",1,3,0,1,NA,NA
"3737",1,3,0,1,739,700
"3738",1,2,0,NA,NA,NA
"3739",1,3,0,1,NA,NA
"3740",1,1,4,1,699,713
"3741",1,3,0,NA,587,706
"3742",1,1,4,NA,638,721
"3743",1,3,0,1,NA,NA
"3744",1,2,0,1,711,715
"3745",1,2,0,NA,NA,NA
"3746",1,3,0,1,767,714
"3747",1,1,4,1,758,721
"3748",1,1,3,1,NA,NA
"3749",1,1,4,1,703,760
"3750",1,3,0,1,NA,NA
"3751",1,2,0,1,NA,NA
"3752",1,3,3,1,718,NA
"3753",1,2,0,1,NA,NA
"3754",1,3,0,NA,NA,NA
"3755",1,1,3,1,717,695
"3756",1,1,1,1,NA,NA
"3757",1,3,0,0,NA,NA
"3758",1,1,4,1,NA,NA
"3759",1,3,0,1,703,738
"3760",1,1,4,1,652,NA
"3761",1,2,0,1,739,763
"3762",1,1,1,NA,NA,NA
"3763",1,1,1,1,NA,NA
"3764",1,3,0,1,690,NA
"3765",1,2,0,1,NA,NA
"3766",1,3,0,NA,NA,NA
"3767",1,1,4,1,679,739
"3768",1,1,4,1,NA,NA
"3769",1,3,0,NA,713,732
"3770",1,2,0,1,NA,NA
"3771",1,3,0,1,NA,NA
"3772",1,3,0,1,NA,NA
"3773",1,2,0,0,676,680
"3774",2,3,0,NA,NA,NA
"3775",2,3,0,NA,693,778
"3776",1,2,0,1,707,673
"3777",1,2,0,1,728,785
"3778",1,2,0,NA,NA,NA
"3779",1,2,0,NA,739,781
"3780",1,1,4,NA,731,723
"3781",1,2,0,1,700,677
"3782",1,1,1,NA,NA,NA
"3783",2,3,0,1,NA,NA
"3784",1,2,0,0,NA,NA
"3785",1,3,0,NA,NA,NA
"3786",1,3,2,1,NA,NA
"3787",1,1,4,1,738,711
"3788",1,3,1,NA,NA,NA
"3789",2,3,0,NA,NA,NA
"3790",2,3,0,NA,711,778
"3791",1,1,1,NA,NA,NA
"3792",1,2,1,NA,659,656
"3793",1,2,0,NA,NA,NA
"3794",1,1,2,NA,NA,NA
"3795",1,2,3,NA,721,769
"3796",1,3,0,1,712,748
"3797",1,3,3,1,NA,NA
"3798",1,1,1,1,NA,NA
"3799",1,2,0,1,712,744
"3800",1,3,0,1,NA,NA
"3801",1,3,0,1,NA,NA
"3802",1,2,0,1,765,716
"3803",1,2,0,1,736,722
"3804",1,3,0,NA,NA,NA
"3805",1,3,0,NA,NA,NA
"3806",1,1,2,NA,NA,NA
"3807",2,3,0,1,NA,NA
"3808",2,2,0,0,NA,NA
"3809",1,1,4,1,704,778
"3810",1,3,0,NA,NA,NA
"3811",1,3,0,NA,NA,NA
"3812",1,1,4,1,728,721
"3813",1,3,0,1,717,725
"3814",1,1,1,NA,NA,NA
"3815",1,1,1,NA,NA,NA
"3816",1,3,0,1,728,703
"3817",1,2,0,NA,721,708
"3818",1,3,0,1,738,763
"3819",1,2,0,1,711,717
"3820",1,2,0,1,697,667
"3821",1,2,0,NA,678,728
"3822",1,3,0,0,NA,NA
"3823",1,1,3,NA,729,700
"3824",1,1,4,NA,750,742
"3825",1,3,0,0,700,717
"3826",1,3,0,1,NA,NA
"3827",1,3,3,NA,NA,NA
"3828",1,1,1,1,NA,NA
"3829",1,1,4,0,679,698
"3830",1,3,0,1,NA,NA
"3831",1,3,0,NA,NA,NA
"3832",1,3,0,NA,758,836
"3833",1,1,1,NA,NA,NA
"3834",1,1,4,NA,821,753
"3835",1,3,0,1,701,717
"3836",1,1,4,NA,714,670
"3837",1,3,0,NA,723,731
"3838",1,3,0,NA,NA,NA
"3839",1,3,1,1,686,836
"3840",1,3,0,1,741,716
"3841",1,3,0,1,NA,NA
"3842",1,3,0,NA,687,698
"3843",2,1,2,NA,696,662
"3844",1,1,4,1,729,763
"3845",1,1,4,NA,695,697
"3846",1,2,0,1,726,720
"3847",1,1,2,NA,NA,NA
"3848",1,1,1,NA,NA,NA
"3849",1,2,0,1,NA,NA
"3850",1,2,0,1,686,703
"3851",1,2,0,1,663,591
"3852",1,2,0,1,714,771
"3853",2,2,0,NA,NA,NA
"3854",1,3,0,NA,NA,NA
"3855",1,1,4,NA,719,763
"3856",1,1,2,NA,NA,NA
"3857",1,3,0,1,702,740
"3858",1,1,1,NA,NA,NA
"3859",1,1,1,1,NA,NA
"3860",1,3,0,NA,NA,NA
"3861",1,2,0,1,NA,NA
"3862",2,1,2,NA,NA,NA
"3863",1,1,3,NA,NA,NA
"3864",1,3,0,NA,696,750
"3865",1,1,3,NA,NA,NA
"3866",1,2,0,1,693,750
"3867",1,2,0,1,706,734
"3868",1,2,0,1,NA,NA
"3869",1,3,0,NA,NA,NA
"3870",1,2,0,1,NA,NA
"3871",1,3,0,NA,NA,NA
"3872",1,1,1,0,NA,NA
"3873",1,1,4,1,821,836
"3874",1,3,0,NA,710,691
"3875",2,2,0,NA,657,710
"3876",1,3,0,NA,NA,NA
"3877",2,1,4,1,644,628
"3878",1,2,0,NA,NA,NA
"3879",2,2,0,NA,NA,NA
"3880",1,1,4,1,718,729
"3881",1,3,3,1,699,672
"3882",2,3,0,NA,NA,NA
"3883",1,2,0,1,712,836
"3884",1,1,4,0,699,761
"3885",1,1,1,NA,NA,NA
"3886",1,3,0,1,669,750
"3887",1,1,4,1,742,767
"3888",1,3,0,NA,626,763
"3889",1,2,0,1,NA,NA
"3890",1,1,4,1,744,763
"3891",1,3,0,NA,677,694
"3892",1,1,4,1,710,681
"3893",1,1,2,NA,NA,NA
"3894",1,3,3,1,730,765
"3895",1,3,0,1,NA,NA
"3896",1,3,0,1,744,722
"3897",1,1,1,1,710,750
"3898",1,1,2,NA,NA,NA
"3899",1,1,1,NA,NA,NA
"3900",1,1,3,NA,NA,NA
"3901",1,1,4,1,736,765
"3902",1,1,4,1,704,697
"3903",1,3,0,1,NA,NA
"3904",1,3,0,1,731,781
"3905",1,1,3,1,698,723
"3906",1,1,2,NA,NA,NA
"3907",1,1,1,1,NA,NA
"3908",1,3,0,0,NA,NA
"3909",1,1,4,1,739,755
"3910",1,2,0,1,732,700
"3911",1,3,0,1,757,731
"3912",1,2,0,NA,NA,NA
"3913",1,2,0,NA,NA,NA
"3914",1,1,2,NA,NA,NA
"3915",1,3,0,NA,653,669
"3916",1,2,0,1,758,794
"3917",2,3,0,NA,NA,NA
"3918",1,1,4,1,708,705
"3919",1,3,0,1,739,750
"3920",1,1,4,1,731,734
"3921",1,2,0,1,821,794
"3922",1,2,0,1,723,750
"3923",1,2,0,NA,NA,NA
"3924",1,3,0,1,NA,NA
"3925",1,1,4,1,757,718
"3926",1,1,3,1,NA,NA
"3927",2,2,1,0,667,686
"3928",1,2,0,1,712,782
"3929",1,2,1,1,821,764
"3930",1,1,1,1,NA,NA
"3931",1,3,0,1,711,750
"3932",1,3,0,NA,NA,NA
"3933",1,1,2,NA,NA,NA
"3934",1,2,0,NA,NA,NA
"3935",2,1,1,NA,NA,NA
"3936",1,3,0,NA,643,778
"3937",1,1,4,NA,718,733
"3938",1,2,0,1,NA,NA
"3939",1,3,0,NA,NA,NA
"3940",1,3,0,NA,NA,NA
"3941",1,1,4,1,725,785
"3942",1,3,0,NA,NA,NA
"3943",1,2,3,1,741,710
"3944",1,3,0,NA,NA,NA
"3945",1,1,4,1,726,742
"3946",1,3,0,NA,NA,NA
"3947",1,1,4,1,702,720
"3948",1,2,3,1,712,764
"3949",1,3,0,1,650,712
"3950",1,1,4,1,720,682
"3951",1,3,0,1,732,765
"3952",1,3,0,0,NA,NA
"3953",1,3,0,1,694,668
"3954",1,2,0,1,712,733
"3955",1,3,0,1,NA,NA
"3956",1,1,4,1,646,528
"3957",1,1,4,0,732,734
"3958",1,1,4,NA,715,728
"3959",1,1,4,1,699,740
"3960",1,1,4,1,758,836
"3961",1,1,2,NA,NA,NA
"3962",1,3,0,1,758,836
"3963",2,1,4,NA,743,696
"3964",1,2,0,1,719,751
"3965",1,3,1,NA,734,NA
"3966",2,3,0,NA,NA,NA
"3967",1,2,2,1,821,796
"3968",2,1,3,NA,NA,NA
"3969",2,1,4,1,NA,NA
"3970",2,1,4,1,698,723
"3971",2,2,0,1,NA,NA
"3972",1,2,0,NA,NA,NA
"3973",1,1,4,1,768,763
"3974",2,3,0,NA,NA,NA
"3975",1,1,2,NA,NA,NA
"3976",1,1,4,1,713,719
"3977",2,2,0,NA,NA,NA
"3978",2,2,0,0,NA,NA
"3979",2,1,4,1,NA,NA
"3980",2,1,4,1,NA,NA
"3981",2,3,1,0,NA,NA
"3982",1,3,0,NA,NA,NA
"3983",2,3,0,NA,NA,NA
"3984",1,2,0,0,707,703
"3985",2,1,4,NA,NA,NA
"3986",2,2,0,0,NA,NA
"3987",2,2,0,1,697,727
"3988",2,3,0,1,NA,NA
"3989",2,1,2,NA,NA,NA
"3990",1,3,0,1,NA,NA
"3991",1,3,3,NA,NA,NA
"3992",1,1,1,NA,NA,NA
"3993",2,3,0,NA,NA,NA
"3994",2,3,0,NA,NA,NA
"3995",2,3,0,1,684,735
"3996",2,2,0,NA,NA,NA
"3997",2,3,0,1,NA,NA
"3998",2,1,3,NA,NA,NA
"3999",1,1,4,NA,769,750
"4000",2,3,0,NA,NA,NA
"4001",2,3,2,NA,NA,NA
"4002",2,3,1,NA,684,725
"4003",2,3,0,NA,NA,NA
"4004",2,1,4,1,NA,NA
"4005",2,2,0,NA,NA,NA
"4006",2,3,0,0,NA,NA
"4007",2,2,0,NA,NA,NA
"4008",2,1,4,1,NA,NA
"4009",2,2,0,1,NA,NA
"4010",2,2,0,0,NA,NA
"4011",2,3,0,NA,NA,NA
